,ID,keyword,weight
2,51,付費,1.9924612504833332
3,51,會員,1.9924612504833332
4,51,還要,1.9924612504833332
0,52,訂閱,2.988691875725
1,52,還要,2.988691875725
2,52,額外收費,2.988691875725
3,52,怎樣,2.988691875725
0,53,買家,2.988691875725
1,53,30,2.988691875725
2,53,單免,2.988691875725
3,53,不是,0.947452535825
0,54,兩個,2.39095350058
1,54,小時,2.39095350058
2,54,沒事,2.39095350058
3,54,退款,2.01880303244
4,54,取消,1.3078604446
0,55,app,1.0867970457181817
1,55,系統,1.0867970457181817
2,55,穩定,1.0867970457181817
3,55,當機,1.0867970457181817
4,55,重複,1.0867970457181817
0,56,素質,1.5593175003782607
1,56,外送員,0.5197725001260869
2,56,社會,0.5197725001260869
3,56,新聞,0.5197725001260869
4,56,熊貓,0.5197725001260869
0,57,麥當勞,1.0867970457181817
1,57,結果,1.0867970457181817
2,57,小時,1.0867970457181817
3,57,還有,1.0867970457181817
4,57,我們,1.0867970457181817
0,58,當天,2.988691875725
1,58,漲價,1.4943459378625
2,58,優良,1.4943459378625
3,58,企業,1.4943459378625
4,58,加收,1.2896448391875
0,59,解決,0.9195975002230768
1,59,問題,0.9195975002230768
2,59,運費,0.9195975002230768
3,59,有點,0.9195975002230768
4,59,太貴,0.9195975002230768
0,60,優惠券,0.74717296893125
1,60,外送,0.74717296893125
2,60,金額,0.74717296893125
3,60,加價,0.74717296893125
4,60,外送費,0.74717296893125
0,61,年費,0.4511233019962264
1,61,感覺,0.4511233019962264
2,61,沒有,0.4511233019962264
3,61,這個,0.4511233019962264
4,61,品質,0.4511233019962264
0,62,預估,2.1735940914363634
1,62,時間,2.1735940914363634
2,62,不準,1.0867970457181817
3,62,超過,1.0867970457181817
4,62,往後,1.0867970457181817
0,63,結果,1.19547675029
1,63,還是,1.19547675029
2,63,付掉,0.6950338826
3,63,刷掉,0.625719164545
4,63,訂閱,0.597738375145
0,64,約定,0.74717296893125
1,64,年費,0.74717296893125
2,64,毫無,0.74717296893125
3,64,誠信,0.74717296893125
4,64,怎麼,0.74717296893125
0,65,後來,0.6831295715942857
1,65,結果,0.6831295715942857
2,65,問題,0.6831295715942857
3,65,10,0.34156478579714283
4,65,點多,0.34156478579714283
0,66,會員,0.6831295715942857
1,66,店家,0.5507427299959999
2,66,平台,0.3568194563171429
3,66,已經,0.34156478579714283
4,66,還收,0.34156478579714283
0,67,抽成,0.931455244823077
1,67,營利,0.9195975002230768
2,67,來源,0.9195975002230768
3,67,外送員,0.9195975002230768
4,67,費的,0.9195975002230768
0,68,還要,1.3283075003222222
1,68,苛扣,0.6641537501611111
2,68,外送員,0.6641537501611111
3,68,分紅,0.6641537501611111
4,68,導致,0.6641537501611111
0,69,外送員,2.5617358934785712
1,69,已經,0.8539119644928571
2,69,兩次,0.8539119644928571
3,69,連繫,0.8539119644928571
4,69,請問,0.8539119644928571
0,70,系統,1.2583965792526315
1,70,顯示,0.6291982896263157
2,70,發生,0.6291982896263157
3,70,錯誤,0.6291982896263157
4,70,寫信,0.6291982896263157
0,71,請問,2.39095350058
1,71,生鮮,2.39095350058
2,71,雜貨,2.39095350058
3,71,付現,2.39095350058
4,71,改成,1.698701176104
0,72,夠夠,2.988691875725
1,72,無良,2.988691875725
2,72,企業,2.988691875725
3,72,真的,1.4084355760925
0,73,差勁,5.97738375145
1,73,非常,2.45164150317
0,74,本來,1.9924612504833332
1,74,沒用,1.9924612504833332
2,74,Uber,1.9924612504833332
3,74,eat,1.9924612504833332
4,74,改變,1.9924612504833332
0,75,消費者,1.8391950004461537
1,75,改去,1.0159638824153847
2,75,優惠,0.9195975002230768
3,75,什麼,0.9195975002230768
4,75,選擇,0.9195975002230768
0,76,然後,0.4657701624506493
1,76,店家,0.37550640681545455
2,76,信用卡,0.323320473938961
3,76,刪除,0.3105134416337662
4,76,聯繫,0.3105134416337662
0,77,什麼,1.3283075003222222
1,77,續訂,1.3283075003222222
2,77,收費,0.6641537501611111
3,77,外送,0.6641537501611111
4,77,人員,0.6641537501611111
0,78,會員,0.7969845001933333
1,78,平台,0.6244340485550001
2,78,妳是,0.46335592173333334
3,78,敢收,0.41714610969666666
4,78,外送員,0.39849225009666667
0,79,這麼,2.24151890679375
1,79,還是,1.4943459378625
2,79,負評,0.74717296893125
3,79,廣告,0.74717296893125
4,79,售後服務,0.74717296893125
0,80,費是,1.7078239289857142
1,80,怎樣,1.7078239289857142
2,80,當綁,1.7078239289857142
3,80,加收,1.4738798162142857
4,80,白痴,1.3962204667042857
0,81,pro,1.9924612504833332
1,81,什麼,0.9962306252416666
2,81,人都當,0.9962306252416666
3,81,有夠,0.9962306252416666
4,81,誠信,0.9962306252416666
0,82,系統,1.0486638160438595
1,82,點餐,0.8389310528350876
2,82,錯誤,0.6291982896263157
3,82,之後,0.4194655264175438
4,82,手機,0.4194655264175438
0,83,現在,1.4943459378625
1,83,一個,1.4943459378625
2,83,費我,1.4943459378625
3,83,會員,1.4943459378625
4,83,白買,1.4943459378625
0,84,訂閱,2.39095350058
1,84,現在,2.39095350058
2,84,才給,2.39095350058
3,84,平台,1.2488680971100001
4,84,一年,1.05924129049
0,85,訂閱,1.1569129841516128
1,85,pro,0.38563766138387096
2,85,還要,0.38563766138387096
3,85,外送費,0.38563766138387096
4,85,反應,0.38563766138387096
0,86,強迫,1.0395450002521738
1,86,什麼,1.0395450002521738
2,86,不會,1.0395450002521738
3,86,平台,0.542986129178261
4,86,點滿,0.5197725001260869
0,87,foodpanda,2.988691875725
1,87,推薦,2.988691875725
2,87,方便,1.5751939231925
3,87,快速,1.4392174188
0,88,後悔,1.4943459378625
1,88,付費,1.4943459378625
2,88,會員,1.4943459378625
3,88,建議,1.4943459378625
4,88,Ubereat,1.4943459378625
0,89,什麼,1.5939690003866667
1,89,平台,0.8325787314066667
2,89,抽成,0.80726121218
3,89,費是,0.7969845001933333
4,89,東西,0.7969845001933333
0,90,時常,1.0867970457181817
1,90,發現,1.0867970457181817
2,90,Bug,1.0867970457181817
3,90,菜單,1.0867970457181817
4,90,用戶,1.0867970457181817
0,91,費了,1.9924612504833332
1,91,沒錢買,1.9924612504833332
2,91,給你,1.9924612504833332
3,91,抱歉,1.4896388369533333
4,91,星星,1.3843277120616666
0,92,社會,5.97738375145
1,92,亂象,5.97738375145
0,93,鎖區,2.39095350058
1,93,給訂,2.39095350058
2,93,訂餐,2.39095350058
3,93,運氣,2.39095350058
4,93,常常,1.214368624878
0,94,加收,0.5731754840833333
1,94,憑空,0.33207687508055556
2,94,詐騙,0.33207687508055556
3,94,已經,0.33207687508055556
4,94,訂閱,0.33207687508055556
0,95,熊貓,0.7969845001933333
1,95,都還沒,0.7969845001933333
2,95,一個,0.7969845001933333
3,95,小時,0.7969845001933333
4,95,什麼,0.7969845001933333
0,96,難用,1.9924612504833332
1,96,app,1.9924612504833332
2,96,系統,1.9924612504833332
3,96,服務,1.9924612504833332
4,96,差勁,1.9924612504833332
0,97,訂閱,0.6130650001487179
1,97,會員,0.6130650001487179
2,97,平臺,0.6130650001487179
3,97,已經,0.30653250007435895
4,97,沒有,0.30653250007435895
0,98,太兇了,11.9547675029
0,99,會員,1.4943459378625
1,99,訂閱,0.74717296893125
2,99,期間,0.74717296893125
3,99,合約,0.74717296893125
4,99,額外,0.74717296893125
0,100,怎麼,2.39095350058
1,100,好意思,1.898791680942
2,100,到底,1.16052857916
3,100,根本,1.10602600818
4,100,不能,0.7980329668999999
0,101,現在,0.7969845001933333
1,101,餐廳,0.7969845001933333
2,101,外送員,0.7969845001933333
3,101,一個,0.39849225009666667
4,101,小時,0.39849225009666667
0,102,訂閱,1.19547675029
1,102,會員,1.19547675029
2,102,還要,1.19547675029
3,102,外送,1.19547675029
4,102,費用,1.19547675029
0,103,費用,0.6641537501611111
1,103,針對,0.6641537501611111
2,103,繳了,0.33207687508055556
3,103,年費,0.33207687508055556
4,103,現在,0.33207687508055556
0,104,App,1.4943459378625
1,104,各種,1.4943459378625
2,104,問題,1.4943459378625
3,104,反應,1.4943459378625
4,104,改進,1.4943459378625
0,105,水準,3.9849225009666664
1,105,退訂,3.9849225009666664
2,105,囉唆,3.9849225009666664
0,106,一個,1.1385492859904762
1,106,東西,0.5692746429952381
2,106,變成,0.5692746429952381
3,106,餐要,0.5692746429952381
4,106,超過,0.5692746429952381
0,107,訂閱,0.7969845001933333
1,107,會員,0.7969845001933333
2,107,條款,0.7969845001933333
3,107,寫明,0.7969845001933333
4,107,調價,0.7969845001933333
0,108,一顆,3.9849225009666664
1,108,還我,3.9849225009666664
2,108,年費,3.9849225009666664
0,109,平台,3.122170242775
1,109,突然,2.498567108155
0,110,平台,0.9606677670076924
1,110,已經,0.9195975002230768
2,110,付費,0.9195975002230768
3,110,訂閱,0.9195975002230768
4,110,pro,0.9195975002230768
0,111,他會,0.6641537501611111
1,111,隨時,0.6641537501611111
2,111,隨意,0.6641537501611111
3,111,收費,0.6641537501611111
4,111,成員,0.6641537501611111
0,112,以上,4.5452850083
0,113,後悔,1.0867970457181817
1,113,訂閱,1.0867970457181817
2,113,馬上,1.0867970457181817
3,113,退訂,1.0867970457181817
4,113,隨你出,1.0867970457181817
0,114,生命,2.045036190293333
1,114,時間,1.9924612504833332
2,114,一直,1.5188353107900001
3,114,等到,1.1049448522816667
0,115,優惠券,5.97738375145
1,115,不見,5.97738375145
0,116,折扣,4.24675294026
1,116,很少,3.10748729537
0,117,優惠卷,2.39095350058
1,117,進來,2.39095350058
2,117,不讓,2.39095350058
3,117,客服,1.733913807024
4,117,不理,1.5754460118020002
0,118,沒有,1.3283075003222222
1,118,外送,1.3283075003222222
2,118,人員,1.3283075003222222
3,118,態度,1.3283075003222222
4,118,很差,1.040897573202222
0,119,說好,0.6641537501611111
1,119,pro,0.6641537501611111
2,119,期間,0.6641537501611111
3,119,不會,0.6641537501611111
4,119,其他費用,0.6641537501611111
0,120,年費,1.4943459378625
1,120,情願,1.4943459378625
2,120,ubereats,1.4943459378625
3,120,平台,0.78054256069375
4,120,推出,0.71037115564125
0,121,年費,1.120759453396875
1,121,訂閱,0.373586484465625
2,121,免運,0.373586484465625
3,121,結果,0.373586484465625
4,121,神來,0.373586484465625
0,122,什麼,5.97738375145
1,122,平台,3.122170242775
0,123,Pro,0.6497156251576086
1,123,你們,0.38982937509456517
2,123,客戶,0.38982937509456517
3,123,當成,0.25988625006304344
4,123,盤子,0.25988625006304344
0,124,低級,11.9547675029
0,125,客服,0.6935655228096
1,125,沒有,0.47819070011599996
2,125,線上,0.47819070011599996
3,125,覺得,0.47819070011599996
4,125,回覆,0.440412235764
0,126,買一送一,0.4269559822464286
1,126,她媽,0.4269559822464286
2,126,客服,0.30962746554
3,126,脆片,0.28463732149761906
4,126,人氣,0.28463732149761906
0,127,一樣,11.9547675029
0,128,真的,5.63374230437
0,129,罐頭,0.8855383335481481
1,129,訊息,0.8855383335481481
2,129,問題,0.4427691667740741
3,129,不鳥,0.4427691667740741
4,129,結果,0.4427691667740741
0,130,強收,3.9849225009666664
1,130,難看,3.9849225009666664
2,130,平台,2.081446828516667
0,131,被騙,2.988691875725
1,131,179,0.9962306252416666
2,131,無限,0.9962306252416666
3,131,免費,0.9962306252416666
4,131,外送,0.9962306252416666
0,132,重複,1.3283075003222222
1,132,唬爛,1.3283075003222222
2,132,拖台,1.3283075003222222
3,132,熊貓,1.3283075003222222
4,132,扣款,1.278086931022222
0,133,月費,1.5939690003866667
1,133,平台,0.8325787314066667
2,133,費是,0.7969845001933333
3,133,哪招,0.7969845001933333
4,133,現在,0.7969845001933333
0,134,問題,1.7078239289857142
1,134,回報,1.7078239289857142
2,134,逃避責任,1.7078239289857142
3,134,客服,1.2385098621600001
4,134,垃圾,1.141411572562857
0,135,服務,0.8539119644928571
1,135,沒什麼,0.8539119644928571
2,135,問題,0.8539119644928571
3,135,送餐,0.8539119644928571
4,135,人員,0.8539119644928571
0,137,優秀,2.988691875725
1,137,太好,2.4094994437325
2,137,生意,1.7581758107525
3,137,真的,1.4084355760925
0,138,期內,3.9849225009666664
1,138,新策略,3.8342607930666666
2,138,直接,1.6130231112666669
0,139,時間,0.74717296893125
1,139,預估,0.4981153126208333
2,139,分鐘,0.4981153126208333
3,139,不能取消,0.26670969506875003
4,139,再延,0.25226912880625
0,140,還要,1.19547675029
1,140,一個多,0.597738375145
2,140,小時,0.597738375145
3,140,親自,0.597738375145
4,140,餐點,0.597738375145
0,141,付年費,2.988691875725
1,141,pro,2.988691875725
2,141,會員,2.988691875725
3,141,韭菜,2.2782964772975
0,142,訂閱,1.4943459378625
1,142,還要,1.4943459378625
2,142,相真,1.4943459378625
3,142,難看,1.4943459378625
4,142,退訂,1.4943459378625
0,143,才剛,0.47819070011599996
1,143,訂閱,0.47819070011599996
2,143,pro,0.47819070011599996
3,143,結果,0.47819070011599996
4,143,幾天,0.47819070011599996
0,144,餐點,0.9962306252416666
1,144,狀況,0.9962306252416666
2,144,客訴,0.9962306252416666
3,144,這次,0.9962306252416666
4,144,..,0.9962306252416666
0,145,餐點,1.19547675029
1,145,品質,1.19547675029
2,145,評論,1.19547675029
3,145,反應,1.19547675029
4,145,店家,0.9637997774929999
0,146,投下去,0.5586927154318182
1,146,自從,0.5433985228590908
2,146,開始,0.5433985228590908
3,146,年費制,0.5433985228590908
4,146,出現,0.5433985228590908
0,147,用家裡,0.373586484465625
1,147,訂餐,0.373586484465625
2,147,卻是,0.373586484465625
3,147,還說,0.373586484465625
4,147,訂單,0.373586484465625
0,148,費用,1.4943459378625
1,148,應該,1.4943459378625
2,148,強加於,1.4943459378625
3,148,合約,1.4943459378625
4,148,期間,1.4943459378625
0,149,平台,0.8920486407928572
1,149,foodpanda,0.8539119644928571
2,149,會員,0.8539119644928571
3,149,沒有,0.8539119644928571
4,149,粉絲,0.8539119644928571
0,150,為何,1.7078239289857142
1,150,這樣,1.7078239289857142
2,150,4.7,1.7078239289857142
3,150,顆星,1.7078239289857142
4,150,不可思議,1.7078239289857142
0,152,外送費,1.0867970457181817
1,152,訂閱,1.0867970457181817
2,152,pro,1.0867970457181817
3,152,平臺,1.0867970457181817
4,152,夠夠,1.0867970457181817
0,153,訂閱,1.4943459378625
1,153,漲價,1.4943459378625
2,153,不給,1.4943459378625
3,153,退還,1.4943459378625
4,153,裝死,1.4943459378625
0,154,會員,5.97738375145
1,154,平台,3.122170242775
0,155,很常,0.7969845001933333
1,155,發生,0.7969845001933333
2,155,無法,0.7969845001933333
3,155,下單,0.7969845001933333
4,155,載入,0.7969845001933333
0,156,會員,1.5939690003866667
1,156,剛成,0.7969845001933333
2,156,年繳,0.7969845001933333
3,156,沒多久,0.7969845001933333
4,156,現在,0.7969845001933333
0,157,pro,2.988691875725
1,157,訂閱,2.988691875725
2,157,者當,2.988691875725
3,157,白痴,2.4433858167325
0,158,打開,1.4943459378625
1,158,紀錄,1.4943459378625
2,158,不見,1.4943459378625
3,158,直說,1.4943459378625
4,158,名稱,1.4943459378625
0,159,刪除,1.9924612504833332
1,159,APP,1.9924612504833332
2,159,帳號,1.9924612504833332
3,159,從此,1.9924612504833332
4,159,不再,0.9110718968966666
0,160,掰掰,2.3167796086666668
1,160,還沒,1.9924612504833332
2,160,續訂,1.9924612504833332
3,160,pro,1.9924612504833332
4,160,公告,0.9164451450616666
0,161,富邦,11.9547675029
0,163,前兩天,1.4943459378625
1,163,繳年費,1.4943459378625
2,163,漲價,1.4943459378625
3,163,各種,1.4943459378625
4,163,還不一星,1.4943459378625
0,164,續訂,1.9924612504833332
1,164,消費者,1.9924612504833332
2,164,傻子,1.3414125287
3,164,告知,1.2786944413966668
4,164,取消,1.0898837038333333
0,165,什麼,0.6641537501611111
1,165,費了,0.6641537501611111
2,165,這樣,0.6641537501611111
3,165,訂閱,0.6641537501611111
4,165,年費,0.6641537501611111
0,166,都關,1.19547675029
1,166,起來,1.19547675029
2,166,營業,1.19547675029
3,166,怎樣,1.19547675029
4,166,解決,1.19547675029
0,167,優惠卷,0.8539119644928571
1,167,越來越少,0.8539119644928571
2,167,越來越,0.8539119644928571
3,167,廣告,0.8539119644928571
4,167,還打,0.8539119644928571
0,168,抽成,1.7298454546714286
1,168,多收,1.4699656770428573
2,168,一下,1.3969360407485714
3,168,店家,1.37685682499
4,168,平台,0.8920486407928572
0,169,已經,0.7245313638121211
1,169,會員,0.7245313638121211
2,169,UBER,0.7245313638121211
3,169,付年費,0.36226568190606057
4,169,現在,0.36226568190606057
0,170,北北,1.3283075003222222
1,170,基桃,1.3283075003222222
2,170,這些,1.3283075003222222
3,170,活該,1.3283075003222222
4,170,什麼,1.3283075003222222
0,171,年費,11.9547675029
0,172,謝謝,11.9547675029
0,173,什麼,1.19547675029
1,173,別的,1.19547675029
2,173,加個,1.19547675029
3,173,費用,1.19547675029
4,173,名目,0.874162235276
0,174,漲價,0.74717296893125
1,174,然後,0.74717296893125
2,174,再說,0.74717296893125
3,174,比較,0.74717296893125
4,174,最後,0.74717296893125
0,175,退費,1.3283075003222222
1,175,繳了,0.6641537501611111
2,175,年費,0.6641537501611111
3,175,費用,0.6641537501611111
4,175,調整,0.6641537501611111
0,176,刪除,2.39095350058
1,176,foodpanda,2.39095350058
2,176,從今開始,2.39095350058
3,176,UberEats,2.39095350058
4,176,改用,1.6400468157180002
0,177,幹嘛,3.9849225009666664
1,177,平台,2.081446828516667
2,177,真的,1.8779141014566667
0,178,訂閱,0.9962306252416666
1,178,年費制,0.9962306252416666
2,178,熊貓,0.9962306252416666
3,178,起價,0.9962306252416666
4,178,公佈,0.9962306252416666
0,179,繳完,1.7078239289857142
1,179,年費,1.7078239289857142
2,179,退訂,1.7078239289857142
3,179,續約,1.7078239289857142
4,179,多收,1.4699656770428573
0,180,還是,3.9849225009666664
1,180,ubereat,3.9849225009666664
2,180,使用,1.5054333142633334
0,181,好貴,11.9547675029
0,182,訂餐,3.9849225009666664
1,182,閃退,3.9849225009666664
2,182,一半,2.0313270931500003
0,183,會員,1.4943459378625
1,183,剛買,0.74717296893125
2,183,年費,0.74717296893125
3,183,看過,0.74717296893125
4,183,漲價,0.74717296893125
0,184,漲價,2.39095350058
1,184,針對,2.39095350058
2,184,怎樣,2.39095350058
3,184,全台,2.28315420044
4,184,北部,1.178462416332
0,185,訂閱費,1.4943459378625
1,185,現在,1.4943459378625
2,185,費是,1.4943459378625
3,185,怎麼回事,1.4943459378625
4,185,夠爛,1.4943459378625
0,186,價錢,1.9924612504833332
1,186,原價,1.9924612504833332
2,186,的話,1.9924612504833332
3,186,更棒,1.9924612504833332
4,186,接近,0.9527404796466666
0,187,顯示,1.0395450002521738
1,187,圖購,0.5197725001260869
2,187,之後,0.5197725001260869
3,187,訂單,0.5197725001260869
4,187,品項,0.5197725001260869
0,188,祝你們,2.988691875725
1,188,趕快,2.988691875725
2,188,倒閉,2.988691875725
3,188,爛透,2.988691875725
0,189,退訂,5.97738375145
1,189,ubereats,5.97738375145
0,190,選擇,3.9849225009666664
1,190,不用,2.00299099755
2,190,可以,1.1683730840533333
0,191,餐點,1.2367000865068964
1,191,曾經,0.4122333621689655
2,191,熊貓,0.4122333621689655
3,191,老客戶,0.4122333621689655
4,191,訂購,0.4122333621689655
0,192,我們,3.9849225009666664
1,192,什麼,3.9849225009666664
2,192,平台,2.081446828516667
0,193,月費,1.7078239289857142
1,193,還要,1.7078239289857142
2,193,越來越,1.7078239289857142
3,193,坑錢,1.7078239289857142
4,193,多收,1.4699656770428573
0,194,續訂,0.7590328573269841
1,194,費用,0.5692746429952381
2,194,調整,0.5692746429952381
3,194,我們,0.37951642866349206
4,194,將於,0.37951642866349206
0,195,年費,0.7969845001933333
1,195,會員,0.7969845001933333
2,195,然後,0.7969845001933333
3,195,現在,0.7969845001933333
4,195,開始,0.7969845001933333
0,196,訂閱,1.9924612504833332
1,196,強迫,1.9924612504833332
2,196,額外,1.9924612504833332
3,196,費用,1.9924612504833332
4,196,取消,1.0898837038333333
0,197,什麼,5.97738375145
1,197,到底,2.9013214479
0,198,你們,1.3283075003222222
1,198,會員,1.3283075003222222
2,198,還好,1.3283075003222222
3,198,pro,1.3283075003222222
4,198,以後,1.3283075003222222
0,199,消費者,1.3793962503346153
1,199,突如其來,0.4597987501115384
2,199,使用費,0.4597987501115384
3,199,已經,0.4597987501115384
4,199,付月,0.4597987501115384
0,200,費用,3.9849225009666664
